,ytID,transcript,confidence
828,lmd3KZ4subg, what is something about it looks like a fucking ice hockey puck  cancel the appointment at dentist tomorrow morning at 9:30 is liquid and it's it's ruined so when you sent me the list fresh ingredients on your doorstep unemployment that gots the simpler is the better is going to be unfortunately I've got more complicated I'm trying to be clever and completely lost the fucking blow  responsible for getting an erection in stainless don't ruin good projects with fancy gimmicks good food with always send itself long as he knows he may have been designed to turn heads are always done to me it's on my stomach  pronounce extraordinary fresh Vibrance,0.8362320065498352
829,lphi8PfkvH4, do something to participate you read me to exercise also their abilities because otherwise it's might be boring or it might be intimidating this is what we do at Felicia we try to use the Arts to motivate people to engage into the rehabilitation program  if I keep it kind of give me six.  I was working at this institution where we make things for the Arts and expression we did something that was quite,0.9479064345359802
830,mFDiiSqGB7M, zombies that my friends is predation so clearly predator and prey both have millions of years of tricks up their sleeves are stored in their DNA because everyone's ultimately playing by the same set of evolutionary rules weather lion or zebra grasshopper or hairworm Eye Center Grass gaining energy while not being eaten is a prerequisite to reproductive success so they need to survive a constantly forces predator and prey to adapt weapons and the fence and I never ending evolutionary arms-race on the brighter side hunting and feeding adaptations are obvious and familiar wolves Keen sense of smell flash ripping teeth and Eagles sharp eyes and pray gripping talents other creatures like rattlesnakes use heat sensing organs to seek out small rodents and toxic venom to strike them dead takes the stage to give the prey steak in The evolutionary arms-race to being caught by a predator is kind of terrible for anything that helps to spread its genes species,0.9757947325706482
831,mRidGna-V4E, we are going to talk about is mammals  mammals are the group of animals that humans belong to  like birds mammals are warm-blooded and breathe are even mammals that live in water must come to the surface to breathe  all mammals have at least some fur or hair although some have less than others  almost all mammals give birth to live young instead of laying eggs and all mammals feed their babies milk  a fun fact about Metals is that mammals are the only animals to have ears that stick out  the animal kingdom is classified into many different groups based on animal characteristics to help us understand the world around us  saying an animal is an invertebrate or vertebrate a fish amphibian reptile,0.9729822874069214
832,mV_feNnB7Mc, may I have I have no problem. And hurt me and I'm looking at her Pike  that's very cool  this looks almost like a World War II surplus item for a little waist pack  snowtrooper  okay snowtrooper super popular in my house so this is the new version of the snowtrooper that's going to appear in the force awakens  2 Chainz rabies rabies rabies their quilted their previous ones always looks like they were like a wool blanket that means a little ways thing and now they're so they're all quilty,0.9286496639251708
833,may2s9j4RLk, way to measure type so she organized erase the first 12 animals to make it across the river would earn a spot on the zodiac calendar in the order they arrived the Retros with a son to get an early start but on the way to the river he met the horse the tiger and the ox because the rat was small and couldn't swim very well he asked the bigger animals for help while the tiger and horse refuse the kind-hearted Ox agree to carry the right across yet just as they were about to reach the other side the rat jumped off the boxes head and secured first place the ox came in second with a powerful tiger right behind him the rabbit too small to battle the current nimbly hopped across stones and logs to come in fourth next King The Dragon who could have flown directly across but stopped to help some creatures she had encountered on the way after Hurricane the horse Galloping across the river but just as she got across the snake slithered by the startle horse reared back,0.9742256999015808
834,mbKAwk-OG_w, we can mess this whole scenario up just by adding soap the chemical properties of soap lower the surface tension of water so he will sink objects don't rely on surface tension so they continue surfing the meniscus the first time I did this what's the plastic bit to see but instead of being pulled towards the tack something strange happens they repel each other the same thing happens with Cheerios and the paperclip that's because light floating objects run away from the low points caused by the heavy objects a buoyant object will always repel something held up by surface tension stretchy membrane just to be clear you should never put some tax in your cereal but this is what would happen if you did all of this made me wonder what could happen if we could reverse the direction of waters meniscus I coded this glass with a Hydra,0.9719706177711488
835,mm_Gs4uyQ_U, and their baby's head a healthy way to feed a baby a mother needs to make about 25 oz of breast-milk a day and in order to do that she uses up to 500 calories per day for jogging for a full hour and all you have to do is feed your baby while you're watching CSI Miami nose to produce roughly the amount of milk that the baby needs making it very difficult to overfeed resulting in fewer overweight babies than those Deadwood formula to breast size has nothing to do with milk production I don't think we'll be offended when I tell you that she does not have the largest boo but after she had her baby she became a freaking milk factory size is generally determined by fatty tissue which does not produce milk which makes you wonder what all of that boob is really full up but that's a different episode babies as we all know cannot crawl for the first months of their life except for as soon as they're born,0.977142870426178
836,mmiVVnp1hxE, weekend we can grocery store inside a snow globe I buy a mattress anywhere else  making a snow angel in freezer very good but she's so pretty and then she eating lipstick  all the time. Do they say that what the bloody hell.,0.8244175314903259
837,movQ8Jr_I6M, so this is the tubing kitchen and what this is all about is creating fish formula or what we call Fish milkshakes for patients so most everything starts with a frozen herring fish bass where we mashup Frozen Herring and then add water and sometimes salmon oil and sometimes powdered milk depending on the patient that's involved so we load the formula based on the veterinarian instructions of how much and what is included in the fish milkshake and then be chewing through actually takes it out from here to the pin and gives it to the station two feedings are common for elephant seals that are underweight or have not you learn to swallow a behavior top,0.8875871300697327
838,mpGeq59FmoQ, coming coming coming home just coming we're just came in  which is here my watch is ended  Cato's fixed you are in the presence of Daenerys storm good house of Targaryen  make it sound. Rocky  you need any more Drake,0.6896198391914368
839,mq7oeT9RRl0, give birth another passenger was a doctor but he refused to help his own wife and baby had died when he tried to deliver that baby that's leaving the doctor afraid of the procedure it was another passenger a prostitute row to the occasion when El Diablo gave her the courage after a successful birth El Diablo by the new mother and baby safely into town and promptly disappeared this mysterious old west version of the character was replaced with a more modern version in 1989 boy names Raphael send you to listen to his father's folktales in which buildings were given their do not buy an avenging Angel but by the Devil Himself soon afterwards was killed in a construction accident caused by unsafe working conditions and the wealthy owner of the company Escape without any punishment Raphael was taken under the wing of a priest who taught in boxing he threw up and eventually went to college and became a lawyer when he returns home he was elected to the city council unfortunately the political machine worked against him to prevent him from making a real difference after being unable to deal with a string of mysterious fires as a city councillor,0.964674711227417
840,mtxW16VUaOI, show the Soggy  who the hell you wanted to be  I'm just kidding  I don't see see said that there is starving people in the world  tell me yourself that you have to do until then I'm here to eat the food I didn't want to listen to that all about anything he said she's going to probably kill me,0.8890188336372375
841,muAl47iVnTQ, Honda Civic walk that you have to do so there's two different ways you can walk there's normal walk and a model walk I've talked about this before there is a normal walk  is a monologue  so make sure you're really showing off your outfit showing off your eyes so we know everything about you about the third thing you need is a horse you can't just be a model if you want an ugly so I would highly recommend some cinquains like that cakes are really good and so are hat let me show you what I mean  this thing you needed to become a model is the look you can't just be in a picture on be like that,0.8854293823242188
842,mzlVdQLikpw, can I see Marshall and agree I wish we can supersize I wish that too so we can play with this bowling ball your wish is my command Abra Kadabra  well hi there supersize Marshal  guinea pigs and Marshall toys here  here he is isn't he so cute it's so tough he has his Pup Pack every year his thoughts and his buddy and he even has his firefighter hat and here is the sky,0.8993243575096129
843,n1L0I5IRe7Y, Fiat 500 face dial M for Murder Crow Kylie by Miss Cleo alphabet soup Waban Buffett Lou Ferrigno Kony 2012 tea for a Dunsparce nerd like in Paris Blues Steelix bitchy resting face Fairy Godmother Fishlips running with sighters Five Knuckle chuckle Blue Beetle Ted ears about the ring bearer smegma this snail is on fire triple Snuffleupagus what am I dude you're getting a jelly bird man team trophy Skarmory armor dog Cerberus I'm so fancy Porygon 2 Electric Boogaloo Booty Had Me Like Bob Ross Rock Lee Dreidel Dreidel Dreidel All About That Base Plug and Play Beauty School Dropout age 16 and Pregnant,0.955300509929657
844,n7ndRwqJYDM," what is the question literally hanging over my head but people of the Indus Valley traded with Mesopotamians early is 3500 BCE we also know that it was the largest of the ancient civilizations archaeologist who discovered more than 1,500 sites so do we know about the civilization let's go to the thought of everything we know about the Indus Valley Civilization comes from archaeology because his dust for appeared to help us learn it I meant the other Rosetta Stone thought bubble yet although come to think of it either would be acceptable multi-story homes constructed out of uniform Lea sized bricks along perpendicular Street I mean this wasn't some ancient world version of Houston more like Chicago this means they must have had some form of government in zoning but we don't know what gave this government its Authority cities were oriented to catch the wind and provide a natural form of air conditioning and they were clean most homes were connected to a centralized drainage system that use",0.9651766419410706
845,n8xFjkn_CMI, spoke with the profits lot of the nonprofit status mean a real looking for money or looking for access to clean water you know we're looking for you no food and so it would Jonathan asked her to look at it is we heard the word lack really the right we decided to basic Creative Media company at a company that we thought that actually expedite the process leave the sanctuary engineer the heart not hard helps us move resources to area of greatest need any way that we can stimulate Commerce in the marketplace and at the same time to stain causes in the community support a lot of different organizations like the Adaptive training Foundation non-profit here in Dallas any programming the gym for adaptive athletes some veterans some civilians mostly amputees and spinal cord injuries we want to be a part of the early story early adopters and butcher misers doing so basically over the last 10 years we seen about 45 billion dollars of unused gift card money being thrown away so we said well why don't we take that money and Rec that too great pauses so soon as I called,0.9717096090316772
846,nHzUHFH7JjA, Rebecca was an insanely jealous partner if we were out in public and she didn't like who I was talking to or what I was doing she would come up behind me and with her fingernails to start pinching the back of my arm and she would do it in a way that hurt a lot but so that no one else could really see or catch her and I was kind of how abuse just slowly crept into our relationship small bruises on the back of my arms eventually turned into bloody noses and black eyes  there were two reasons why I felt like the bruises that Rebecca gave me were okay the first reason was because this was Rebecca's first experience in a gay relationship  so I felt like any hatred or anger she had towards me was justified because being gay and her family was a struggle and I knew that the second reason I was physically larger than her and stronger it and sometimes when she hit me I would hit back  and I really felt like if her rage and her anger ever got really bad I was,0.9477509260177612
847,nI7ftiYXtGw," cut down each ear lets animals are threatened it's just a better product I like it do I bring my newspaper to you no no no that is not how it works it actually toilet paper made from recycled content not recycled toilet paper I really got to go now  the average household uses 120 rolls of toilet paper each year that's a lot of paper and it takes about 27,000 trees being cut down to make it those trees are home to macaws  chimpanzees black bears and many more  you can help save Animals by using recycled toilet paper just like the Houston Zoo does Kevin told me about recycle toilet paper and I like to help",0.9211585521697998
848,nJAnfS0Fzmo, blushing all the way that you could guess what next was being struck check for on coming traffic I did answer you bet that asinine act earned me a Christmas gift set  that's why I was three bruised ribs two months of pain and my Santa was I wrong to show up unannounced I think so probably did the holidays exacerbate my pain obnoxiously I was fine before he came around that meant I could move on you just get used to having something and it hurts when it's gone but you learn to stand alone again and you learn to stand strong till the sadness that was so loud before he's totally gone you learn to love yourself because you know that no one's perfect your view,0.9619684219360352
849,nNqop_MjFaM, hello everybody and welcome to my good morning routine YouTube video on internet and become a young spicy mom I wake up at 6 on Saturday and I'm not very useless bump so I make my bed every single day no better  deathrite  are you brushing teeth then I make these noises for minimal 5 minutes  I started my day with a nice a cup of D I know maybe you can can you do same thing but no u r t garbage Mighty make me say,0.8901731967926025
850,nQulV8cjAq8, others claimed it was just a myth hallucination by sleep deprived new parents but just like new house smell in new car smell new baby smell is real but what exactly causes this special Cent and why do scientists think it might be an evolutionary benefit for mothers and their babies are body odors are made of lots of different secreted chemicals but it's hard to figure out how each one contributes to our natural smells and newborn babies smell is extra hard to study because the send is usually gone after about 6 weeks researchers think one factor could be leftover amniotic fluid which is the protective substance that surrounds the embryo is it grows us there might be traces of vernix caseosa why does layer of wax oils in cells that coats baby's skin when they're born even though we don't know exactly what causes this sent scientist want to understand why it exists 2013 study published in the journal Frontiers in Psychology found evidence that suggests the said may affect certain brain regions of all women but especially new mothers to test this they rounded up a group of 30 women that were about the same age 15 he would given birth within the previous 6 week,0.9762377142906188
851,nR5NdOtEDNs," but yeah I don't want to hear regarding the whole strip board and height thing so I just wanted to clear it up and I hope you guys understand  maybe tomorrow or the day after I'm dropping a brand new song like legit full song it's fire I think it's the best one yet  like that guy yeah you roasted me again like there was two different occasions  two different occasions look at this  oh, not a daddy I enjoyed you looking like a rock for a second and then he had to change it all up alright first off all right I am a daddy I don't know what they're talking about second off I might kill this guy top top but not dead be on front of as soon as he heard my name",0.9301258325576782
852,nZlEjDLJCmg, send each be as more digestive enzymes to turn long chains of complex sugars in the wrong nectar into simple monosaccharides like fructose and glucose is still pretty watery Sotheby's beat their wings and create an air current inside the hive to evaporate in thick in the nectar finally capping the cell with beeswax so the enzyme-rich bee barf can complete its Transformations because of its low water content and acidic pH honey isn't a very inviting place for bacterial or yeast spoilage and has an incredibly long shelf-life in the hive or in your pantry honey is even been found in Egyptian tombs dating back thousands of years pretty much on the spoiled although I wouldn't personally eat it you know just in case one pound of honey tens of thousands of foraging bees will together fly more than three times around the world and this up to eight million Flowers by text,0.8832083344459534
853,neHO3-PUxVY, any other projects and programs were discontinued ultimately the museum was geographically located in East Germany and therefore part of the German Democratic Republic which put it on the Eastern side of the Berlin wall when that was erected in 1961 scientists at the Museum or then limited and who they could collaborate with where they could conduct work outside of Germany and in what journals the research could be published but they found ways to continue their work one expedition in 1967 involved in bringing back tons of corals from a project with Cuba and then they had to navigate the networks of global political borders to safely deposit the specimens into the museum then in 1990 the Berlin Wall came down in the city begin its reunification reconstruction of the East Wing started in November of 2006 and in 2010 to coincide with the Museum's 200th anniversary the East Wing finally reopened but not wanting to forget the past or the actions that ultimately led to its destruction the architect designed the exterior facade in a way that differentiates between the new construction in the original building through a subtle change of materials and color,0.9688419699668884
854,nsOtOye-DJM, Mantra Allison's of species are spread across this massive confidence but it's also home to humans over 4 billion that's right that's a billion with a be Asia has more people than all of the other continents come by there living in over forty countries two of its largest countries are China and India with populations of over 1 billion people that's a lot of people of the 10 largest cities in the world Asia has seven of them of the ten tallest buildings in the world Asia has 9 of the 10 largest shopping malls in the world Asia has all of them Western turkey to the Eastern tip of Russia the largest continents fans nearly half the world it's filled with some of the most unique sites beautiful landscapes and amazing wildlife,0.93880432844162
855,o-5ngj81JvU, heads when they walk now this is not a chicken it's not even a bird but it illustrates the point pretty well what a bird walks it has to quickly throw its head forward and then move its body to match that way its head is only moving for a very short. Of time and for most of the time to head is completely motionless and it's vision is very clear speaking of things that move in neat ways let's talk about the rolling shutter effect this especially happens on a lot of camera phones that record video not by taking a complete picture one after the other really fast but instead scan the available Optical space really quickly but they don't always do it quickly enough if you report an object that's moving really fast that object might be in a different place later on in the scan field now what that means that if I record something really fast like a vibrating guitar string the guitar string will take on really bizarre shapes this is not the shape that the guitar string makes in slow motion instead,0.9727640748023988
856,o7Ax6SRTGks," I've been making cakes for 8 years how is this a contest for free has the techniques that does she have the day to beti I don't think so I am a professional cake decorator and owner of Brees cakes here in Los Angeles divide may be days like three cakes in my life I have been drawing my whole life I don't feel like I'm at least took the colors will be nice about this cuz I do this every day  all right  the rules what kind of rolls  okay okay okay  oh oh okay good night so I decided for my sweet 16 cake to do very vibrant colors cuz if I was 16 again I'd want bright colors like pink and purple and blue, take all those colors make a striped bass",0.9369329214096068
857,o7I5wi7I2Nw, Kevin Love's urgently so we have the methods what does that look like weed and when an insect is going to copy a lie that usually a green leaf so it looks like exceptions to the rule is the top side yeah and then when they leave in a little of my nerve and they have rust spots and diseases like a deadly how do you find these in the country cuz you're not going to notice sad no way I would never I mean you have that I looked at these in here and I was like what you put some leaves in here for comparison but obviously not so this is the underside and look at it even the tails look like a stem  longest insect,0.9151272773742676
858,o7J0IOYrKyc, we built this house I'm sorry  actually I went vegan 2 years ago and I tell you what I could not be happier oh here we go looks crazy animal welfare at openings  it's a little some people think but it's outside of the Brazilian word  hey guys it's Jack's on my way to the market I got these magic beans from a strange man so I thought when I try my camera is it is the magical bean challenge,0.94026917219162
859,oBp9kFKuLXI, booty booty booty  I'm about to meet my oncoming Doom  super duper duper  Jasmine  what's the matter Bobby don't feel so good you don't look so good either  I don't know what to do really maybe,0.8884665369987488
860,oCYrEqQ2sP0, that happens here in here we have the field notes for do they go back this is when we surveyed Kilimanjaro and so for every elected I measured in feet out the reproductive information the date where we caught it the locality is an example of modern feel nuts and we've got them from Madagascar from you we asked how far they go back  these are the original typewritten notes from Teddy Roosevelt son when they went to  oh my God I'm so the animals that are mounted in the whole downstairs is the road live numbers even up in the high grassy Hills of the car guy cash where there is no Timber we sought to while hunting there as a rule we saw them either solitary or but two together these small groups in general where a bucket,0.9335719347000122
861,oGqRCcKDFv4, okay let me know  okay no. Duh yeah it isn't the most important lesson of the day  got it,0.8939068913459778
862,oHIekOP8_gE, who are without a doubt two of the most famous best men's on display at the Field museum thanks in part to the 1996 film the ghost in the darkness but the movie isn't without its flaws in an accuracy Sprint since it was filmed in South Africa instead of Kenya and the lions in the film have gorgeous means and we're from a zoo in Ontario but the drama is based off of true events the tale went like this and 1898 I do love Lions began attacking and consuming Railway workers in Kenya their story was immortalized by Colonel John H Patterson's first hand account in his book The man-eaters of tsavo and other East African Adventures Patterson was a civil engineer and was assigned the task of completing a bridge for the railway put a we have for his arrival a pair of male lions begin dragging men out of their tents in the middle of the night there screens filling the Air Force estimate for how many people were attack range between 28 and 135 men over there. Of 9 months before Patterson was able to finally shoot and kill the power within a few weeks of one another he turned them into living room rugs and they existed as such as hell while passing through Chicago in 1925 he sold them to the field museum,0.978037655353546
863,oKiHUZUAcoU, next item  I actually saw you chewing on this the other day so  that is cool  this is love banana you had this in your mouth like two days ago I saw you chewing on it  yes  you probably recognize your teeth marks  does a rock rock rock star not that clean  I was chewing on it yes you were chewing on this it's not food you know I'm going to let you put your hand on it and I know you'll know just from the grip  let's just take that from you,0.9349329471588136
864,oLCTjeRnOgw, and this is my sidekick Larry watching girls of the world the show when you get to meet smart girls all around the globe  I enjoy going to my dad's boat and I also wakeboard I'm skate I live for the weekends to hang up my friends and also for summer holidays after a hard year and screwed I ain't going to porch g r a small fishing tide on the North Coast when I'm there I always go swimming in the Herring Pond and I could bodyboarding on the Strand even though the water is only 55 degrees,0.958971619606018
865,oReC8hpP_Z0, how do you spell cheers,0.6848002076148987
866,oThh3_Srxtc, if the bad guys really wanted to stop you why do they walk around and such predictable patterns when their chances be better if they just came right at you there's a great name for this logic Mook chivalry it's as if there's a sort of Unwritten Geneva Convention that applies to fictional baddies that respects not reality or what would make sense but instead the higher purpose of fun and a good story but in real life we aren't that much different from the Moose we construct voluntary obstacles in the way of even honorable goals like truth justice or right over wrong not All is fair in Love and War and it's the exceptions that make us who we are torturing your enemies to get information from them to demoralized or just for fun has been a might is right,0.9505326747894288
867,oXm2AuqwPlc, I want a picture of Superman football football football,0.5819712281227112
868,oXpHfpMZSSw, top shelf and she would have only like bad teenagers and then like boot camp guys would come in and yell at them I make the teenagers better I don't know how that work and I remember this episode all my God I'm going to cry I'm actually I remember crying when I was a kid.  I have no idea when that happen this about to take a turn my God I just laughed and and all of that and I've ever seen that and I remember being like I want to,0.897425651550293
869,oY2nVQNlUB8, Griffith face Jo now on the prowl to pick up Carolina return how do I treat stomach face and everything else he could be praying the peaceful message. Drama,0.8940297365188599
870,oYvw0GryNs8, from local farmers bite you wow listen I'm not an object here to fulfill your sexual fantasies your unreal been since the entertainment industry is dominated by men that must weigh heavy on your conscience because that is not body positive Lily I'm descended one here no I'm definitely more offended I'm literally shaking doesn't make sense when you say it like that wow did they just like an earthquake joke that's so offencive  how do you still love me I'm in love with him you know he hasn't YouTube channels in the description check it out he's amazing last night over there second floor on channel Super 60 Source right now or responding to your comment makes you some point because I'm coming Monday and Thursday,0.9251196384429932
871,oZ-VnHbX180, oh really kudos to them  yes Eagle get ready for a world of ear biting boxers culturally insensitive mascots and a World Series without the part of the world  so no mankind will stop no no no not the scrawny not athletic people you'll never suck them into sports  there a lot of people who have a very serious problem watching YouTube for a long time until the hours at their lives McDonald's and I would like you to devote ghost at our store like to see you. Thank you very much I'm sorry everything and,0.8002387881278992
872,oaBuyB1HpQg," hey Jammers got a question from Snowflake daring wolf who wants to know how much can whales weigh whales have a big range of sizes all the way from the smallest the tiny pygmy sperm whale which only weighs about 250 kg from 550 pounds all the way up to the biggest of the big the largest animal on the planet what is it yep the blue whale these guys can get up to 170 tons that's about 400,000 pounds or the weight of 20 school buses that's pretty big",0.9653373956680298
873,odqGrR7hMhA, today I started drinking Jersey champion and we're very excited watching this event I was actually standing outside watching you go through the dry runs everything  you see the pro honestly there's nobody better that they could have picked to host this event like to represent the community  replay  why are you sorry,0.9130002856254578
874,okOTNFRIpA8, nailed it  how do I look you feel sort of like you're you're treading on sacred ground or not at all so I can poop in this suit for you were an actor you were an Olympic poop that correct I put in professionally for the Olympics Pro pooper  then you'll teach someone who can  see that  gold finger your best friend your best friend,0.8939064741134644
875,ot5IRvPEkO0, I got smashed by my engine literally like these dudes we just playing me like they be playing me so hard baby dragon me I have no hair on here because these dudes living would do that  if you don't want to be  speak to yourself drinkwater be happy and stay away from all these  I thought I was in here  sure that you don't get that confused with love and love confused with that and feeling confused with that you like either like if you're really going to be sexually active with somebody that you really want to be with for a long time make sure you know,0.9373521208763124
876,p2mlLoY3TdU, about how there's so many people in this Ralph's right now I mean there's literally not mushroom up in here kind of like a party  are you guys impressed with how many plans I came up with in the produce section because I am is a sweet potato a yam confused why they don't have gas here  by being around all this food has made me very very very hungry you don't like fun give it a thumbs up because it was pretty great it was something a little brown girl on the little voice over in this little brown girl forgot to say little brown girl out so here I am just getting little brown girls back in a little brown girl is out till next Wednesday with Liza makes it more entertaining keeps you guessing where am I going to be next you never know,0.952564299106598
877,p4gbq7RcB-k, show me hard to avoid that's because they're Ambush predators that lay in wait at the best seed spots they have thermal vision sharp fangs a potent Venom and can deliver a strike in a tenth of a second luckily the other kangaroo rats evolve special countermeasure is this kind of arms race win too closely interacting species influence how the other revolves is called coevolution take the Snakes thermal vision for example to get around a kangaroo rat can drop its surface body temperature especially around the feet and ears and make it self less noticeable and they also drum one or both of its feet letting a snake know that it's Ambush is ruined and if that's not enough to deter the snake the desert kangaroo rat still has tricks up his sleeve or well it's most valuable assets or it's huge back legs which can Propel the 10-centimeter rat of just 3 meters away kangaroo rats have disproportionately large muscles tendons and Bones which they need to generate and withstand the forces of their jobs because I'm like their larger namesakes their Big Ten,0.9581400156021118
878,p7THJoRYA2c, in place of the time they spelled Alban like this  it wasn't accepted in the United States you can name your kid pretty much anything that doesn't include obscenity numerals or symbols which means as Carlton Larson points out you can't name your kid artoo-detoo but you could say name your child Adolf Hitler which Keith and Debra Campbell in 2006 it off Hitler Campbell made headlines in 2009 after a bakery refused to put his name on a cake for his 3rd birthday shortly afterwards child welfare officials took him and his other controversially named siblings away from their parents and place them in foster care where they remain to this day his parents are so identified Nazis and they live in New Jersey the latter of which makes them,0.967824161052704
879,pFaSswGnT0I, Drogo is hardwired to kill  but he's not built to chase down if we can put a deer  he relies on his Venom deliver a slow-release assassination  just needs to get close enough to deliver the blow  the deer has a window to drink his bill before Drogo reaches striking range  the deer lets down his guard  and it's the wrong move  ultracal needs to secure his meal is one single bite,0.9620845913887024
880,pG8X0vOvi7Q, the Promised Land  Eminem Joker with you  the next day while he was standing on his hotel balcony Martin Luther King jr. was shot and killed he was 39 years old  in 1983 President Ronald Reagan signed a bill creating a national holiday to remember King's life and accomplishments  Martin Luther King jr. day is celebrated on the 3rd Monday every January in honor of the man who is dream of peace and equality helps change a nation  I hope you enjoyed learning about Martin Luther King jr. today goodbye till next time,0.941268265247345
881,pI26HPUFxMM, I'll get it  are you in your ex's at the door  don't tell me you said you seen your ex again never trust an ex  come inside baby  so  what just happened  she broke up with me  hey guys thank you so much for watching if you haven't yet,0.9509511590003968
882,pIxWzV56570, It's Perfectly Normal I'm going to the Beach Boys  sorry she's so weird sometimes I don't even know where she gets it but where were we  chest finally the didn't go to talk to Rebecca  can I feel what is this love real  it's really cute but I think Jason is cute,0.8587715029716492
883,pLPeehsXAr4, winter is coming  and the wood frog prepares for the big freeze  it starts to produce huge amounts of urine but unlike us it doesn't drain this waste its stores it in its blood  as the first ice crystals creepover the frog skin  incredible transformation begins  the water in the frogs Blood starts to freeze  the ice sucks the precious water out of the Frog sales  to prevent full-scale dehydration,0.9340402483940125
884,pMGXJQkX2lg, Eve I didn't think I had to there's there's literally nobody else to date  every boyfriend ever  dude that's like the third time she's called you are so whipped  all right John you I really sorry I missed your call Baby Boo almost done here with the guys I'll be home before 10 and don't worry I got the dry cleaning and I'll pick up your special for a half and half on the way home love you  every boyfriend ever  something I looked up for you  all day I want you to feel like a queen,0.9106859564781188
885,pMpQABKlC-I, girl rappers braids around my neck and with them back and forth until I turned blue enough to be called Papa Smurf so you mean to tell me that so so people wouldn't be offended by that no one is offended on the Intrepid everyone is affected  so everybody spelled it wrong snatched you see that you can up with Bertucci's does it doesn't work I have a t one major thing that is offencive on the internet a big and O  never ever insult the K-Pop group BTS okay,0.9610496163368224
886,pStCCwu93uw, Minneapolis on Bank want so why don't you just leave the pool timing on this time  okay this does not work what just happened  are you freaking kidding me  okay so now it's going through so I try again  the hay  he that one went through a little bit so that was a little better so here on this morning so we are at the Shell and the yolk is underneath so it's starting to work  see now it's working a little bit mom,0.968506932258606
887,p_TztvSGLpI, dendrites were nice and bushy even more so than an active squirrel in a Cell bodies were also bigger it's meant that in an extremely short. Of time the squirrels Henry sprouted everything they had lost before and other scientists later found that this process also happens in other parts of the brain and concluded it was probably happening all over neuroscientist call disability to change its synaptic plasticity and while we another non hibernators do this to a certain extent this speed is virtually unheard of rats for instance take for months to do what squirrels do in 2 hours so obviously this is gotten a lot of scientist more interested in hibernating squirrels and they might otherwise be it's still a mystery exactly why this massive neural construction project is helpful to that one idea is been having a stripped-down brain could save a lot of energy which is basically what hibernation is all about the rebuilding your brain doesn't seem especially efficient so we're not really sure those scientists have noticed that pairing things back in the brain when it's cold is fairly common and that it's even more destructive and not,0.9724448919296264
888,pafVHHu_5NE, you want to play with it okay can you tell me what your favorite one is  Miami all right Emily Services Lambie I always really like stuffy I think he's too maybe next time it snows we can build a snowman like chili okay so we really like this thanks guys for watching he say thanks bye  reverse alike  write as a comment  and subscribe  click the link for more Kinder playtime videos,0.9579291939735411
889,pmTr0oCx6Og, things on steroids man the sample culture of the Ebola virus  thank you sister  have you seen a play shortstop nothing gets past you can't catch the ball I can catch the ball I promise okay just throwing here  I got it all right well I guess we were wrong about you you can be on our team  thanks  means a lot I toss the ball back and let's play  hey guys thanks for watching this video I don't forget to subscribe,0.942004919052124
890,pqf-WVgoq9E, products in everything for clever about it  episode movies for this all the time with cars think about the DeLorean in Back to the Future spoilers I understand where you're coming from I don't mean nobody watches commercials anymore so advertisers have a really hard time getting through to potential customers and I'm way it's not even their fault it's ours for being so jaded if we're going to do this we should do it right we should at least mention that there are three different ways that product placement happens a lot of times to make a scene seem more realistic we have to have somebody using natural product giving the crew a product as a form of compensation so did you know that in that new Star Trek movie all of the crew got a new Nokia phones and service can we call,0.9619227051734924
891,psnbQ_sF-yE, I'm going to make this very specific okay I wish  top I can't help you until you make a wish I wish I was a good guy  I wish your phone was dying  oh man I'm so sorry about that are you okay yeah I'm good you look amazing. Thanks man friend absolutely did you look great by the way what's your workout routine I just climb a lot and see a lot of stuff and just you got to teach me  welcome to Bob's number 8 Jasmine  Alan is actually Aladdin  whatever my love I've been searching all over for you I wrote you a song,0.956369698047638
892,pxKN4CeLPHQ, look for the comic book origin of king shark  for we begin to publish new videos every day so be sure to subscribe for more great content as with most comic book characters that are off and reimagining some different person through characters path we have chosen to primarily follow the storyline for Superboy number 9 which was phantom pain in 1999 Super Why number 67 and 2006 Aquaman sword of Atlantis  the Monstrous hybrid known as king shark is not someone you want to meet in a dark alley or in the murky depths of the ocean either standing at 7 foot 2 and Wing 380 lb is sheer size would be enough but adding those rows of razor sharp teeth and then it's easy to see how we can even give the likes of Superboy or Aquaman a run for their money king shark debuted in 1994 as an antagonist for the boy of Steel Superboy and some friends were enjoying some free time,0.9593791961669922
893,pzaBOPuyJdc, YouTube channel what's inside today is going to be in Lincoln are going to cut this baby open so that we can see just what is lurking behind three and a half feet of stealing Force concrete why are we doing this tonight  do you know how many subscribers The Charleston Brothers have that when they were bringing to this little collaborate on a different types of options on the end of it in case we need to use that and then also we brought this Lance oh yeah  of the door,0.8845508694648743
894,q2SceGHoyOI, this bitch dead  after the public outrage over Monique's death Brianna took a week off from YouTube then came back with an anti killing your friend video  I have learned so much about how my actions caused the problems that I caused with my actions and it was a lot of problems when I accidentally killed my not very close friend accidentally so I'm talking to other people who have also accidentally killed their friends so you killed your friend yeah we were the car  and then I know where it's just like the 70  so deep it was unbelievable I just could not accidentally kill your friends I will care,0.9361863136291504
